,Y,v1,v2,idx1,idx2
660,xomRet,sRpc,fEnv,1056,887
661,xomRet,sRpc,fEpg,1058,909
662,xomRet,sRpc,fRpc,1059,937
663,xomRet,sRpc,sCo,1060,1010
664,xomRet,sRpc,sEnv,1061,354
665,xomRet,sRpc,sEpg,1062,1044
666,xomRet,sRpc,sGom,1063,1053
667,xomRet,sRpc,sent,1064,1073
668,xomRet,sent,artcount,1065,822
669,xomRet,sent,fEpg,1067,910
670,xomRet,sent,fGom,1068,925
671,xomRet,sent,sBbl,1070,1000
672,xomRet,sent,sEnv,1071,1023
673,xomRet,sent,sRpc,1073,1064
674,xomRet,sp500Ret,DFX,1074,449
675,xomRet,sp500Ret,DOilVol,1075,498
676,xomRet,sp500Ret,DProd,1076,17
677,xomRet,sp500Ret,DSpot,1077,533
678,xomRet,sp500Ret,FutRet,1078,584
679,xomRet,sp500Ret,OilVol,1079,682
680,xomRet,sp500Ret,WIPI_8wk,1080,285
681,xomRet,sp500Ret,bpRet,1081,35
682,xomRet,sp500Ret,trend,1086,1141
683,xomRet,tnote_10y,DOilVol,1087,499
684,xomRet,tnote_10y,DProd,1088,517
685,xomRet,tnote_10y,StikIdx,1092,275
686,xomRet,tnote_10y,WIPI_8wk,1093,807
687,xomRet,tnote_10y,basis,1095,835
688,xomRet,tnote_10y,rdsaRet,1104,988
689,xomRet,tnote_10y,trend,1110,1142
690,xomRet,trend,DFX,1111,451
691,xomRet,trend,DSpot,1114,534
692,xomRet,trend,FutRet,1115,586
693,xomRet,trend,WIPI_8wk,1121,808
694,xomRet,trend,bpRet,1123,846
695,xomRet,trend,rdsaRet,1132,989
696,xomRet,trend,sp500Ret,1141,1086
697,xomRet,trend,tnote_10y,1142,1110
698,xomRet,trend,xomRet,1143,1188
699,xomRet,xomRet,DOilVol,1173,500
700,xomRet,xomRet,DProd,1174,126
701,xomRet,xomRet,DSpot,1175,535
702,xomRet,xomRet,StikIdx,1177,787
703,xomRet,xomRet,WIPI_8wk,1178,809
704,xomRet,xomRet,basis,1179,303
705,xomRet,xomRet,liquidity,1182,959
706,xomRet,xomRet,rdsaRet,1183,990
707,xomRet,xomRet,sp500Ret,1186,379
708,xomRet,xomRet,tnote_10y,1187,384
709,xomRet,xomRet,trend,1188,1143
710,rdsaRet,DInv,liquidity,19,904
711,rdsaRet,sp500Ret,xomRet,46,1089
712,rdsaRet,DInv,WIPI_8wk,88,754
713,rdsaRet,StikIdx,WIPI_8wk,208,762
714,rdsaRet,StikIdx,sp500Ret,220,1015
715,rdsaRet,StikIdx,xomRet,221,1078
716,rdsaRet,artcount,sEp,227,964
717,rdsaRet,basis,StikIdx,230,744
718,rdsaRet,bpRet,basis,243,795
719,rdsaRet,bpRet,sp500Ret,254,1016
720,rdsaRet,entropy,fBbl,255,833
721,rdsaRet,entropy,sEpg,256,317
722,rdsaRet,fBbl,fEp,258,864
723,rdsaRet,fBbl,sRpc,260,992
724,rdsaRet,fCo,fBbl,261,834
725,rdsaRet,fCo,fEpg,262,874
726,rdsaRet,fEnv,fCo,265,845
727,rdsaRet,fEnv,fEpg,266,875
728,rdsaRet,fEnv,sGom,267,986
729,rdsaRet,fEp,fEnv,269,855
730,rdsaRet,fEp,sRpc,271,995
731,rdsaRet,fEpg,sRpc,274,996
732,rdsaRet,liquidity,WIPI_8wk,278,770
733,rdsaRet,rdsaRet,DProd,289,470
734,rdsaRet,sBbl,entropy,306,828
735,rdsaRet,sBbl,fEp,307,867
736,rdsaRet,sCo,sBbl,309,942
737,rdsaRet,sCo,sEnv,310,961
738,rdsaRet,sEnv,sEpg,313,979
739,rdsaRet,sEpg,entropy,317,256
740,rdsaRet,sEpg,fCo,318,849
741,rdsaRet,sGom,fBbl,319,842
742,rdsaRet,sGom,sEp,321,972
743,rdsaRet,sRpc,artcount,322,790
744,rdsaRet,sRpc,sent,324,1010
745,rdsaRet,sent,fCo,325,851
746,rdsaRet,sp500Ret,DFX,326,418
747,rdsaRet,sp500Ret,DProd,327,473
748,rdsaRet,sp500Ret,WIPI_8wk,331,777
749,rdsaRet,sp500Ret,basis,332,805
750,rdsaRet,sp500Ret,rdsaRet,338,936
751,rdsaRet,tnote_10y,bpRet,345,822
752,rdsaRet,xomRet,liquidity,370,921
753,rdsaRet,xomRet,rdsaRet,371,937
754,rdsaRet,DFX,DProd,400,455
755,rdsaRet,DFX,sp500Ret,418,326
756,rdsaRet,DInv,DProd,421,456
757,rdsaRet,DInv,DSpot,422,477
758,rdsaRet,DInv,FutRet,423,525
759,rdsaRet,DInv,StikIdx,427,739
760,rdsaRet,DInv,sp500Ret,434,1011
761,rdsaRet,DInv,tnote_10y,435,1022
762,rdsaRet,DOilVol,sp500Ret,454,1012
763,rdsaRet,DProd,DFX,455,400
764,rdsaRet,DProd,DInv,456,421
765,rdsaRet,DProd,bpRet,463,809
766,rdsaRet,DProd,rdsaRet,470,289
767,rdsaRet,DProd,sp500Ret,473,327
768,rdsaRet,DProd,xomRet,475,1074
769,rdsaRet,DSpot,DInv,477,422
770,rdsaRet,DSpot,StikIdx,483,740
771,rdsaRet,DSpot,WIPI_8wk,484,757
772,rdsaRet,DSpot,rdsaRet,491,929
773,rdsaRet,FutRet,DInv,525,423
774,rdsaRet,FutRet,StikIdx,531,741
775,rdsaRet,FutRet,WIPI_8wk,532,758
776,rdsaRet,FutRet,sp500Ret,548,1013
777,rdsaRet,OilVol,StikIdx,637,742
778,rdsaRet,OilVol,rdsaRet,644,930
779,rdsaRet,RPsdf_growing,RPsdf_rolling,701,721
780,rdsaRet,RPsdf_rolling,RPsdf_growing,721,701
781,rdsaRet,StikIdx,DInv,739,427
782,rdsaRet,StikIdx,DSpot,740,483
783,rdsaRet,StikIdx,FutRet,741,531
784,rdsaRet,StikIdx,OilVol,742,637
785,rdsaRet,StikIdx,basis,744,230
786,rdsaRet,StikIdx,bpRet,745,812
787,rdsaRet,StikIdx,liquidity,749,909
788,rdsaRet,StikIdx,tnote_10y,752,1026
789,rdsaRet,WIPI_8wk,DInv,754,88
790,rdsaRet,WIPI_8wk,DSpot,757,484
791,rdsaRet,WIPI_8wk,FutRet,758,532
792,rdsaRet,WIPI_8wk,StikIdx,762,208
793,rdsaRet,WIPI_8wk,basis,764,794
794,rdsaRet,WIPI_8wk,bpRet,765,813
795,rdsaRet,WIPI_8wk,liquidity,770,278
796,rdsaRet,WIPI_8wk,rdsaRet,771,931
797,rdsaRet,WIPI_8wk,sp500Ret,777,331
798,rdsaRet,WIPI_8wk,tnote_10y,778,1027
799,rdsaRet,WIPI_8wk,xomRet,779,1079
800,rdsaRet,artcount,fBbl,780,832
801,rdsaRet,artcount,fCo,781,843
802,rdsaRet,artcount,fEnv,782,852
803,rdsaRet,artcount,fEp,783,862
804,rdsaRet,artcount,fGom,784,883
805,rdsaRet,artcount,sCo,786,946
806,rdsaRet,artcount,sEnv,787,955
807,rdsaRet,artcount,sEpg,788,974
808,rdsaRet,artcount,sGom,789,984
809,rdsaRet,artcount,sRpc,790,322
810,rdsaRet,basis,WIPI_8wk,794,764
811,rdsaRet,basis,bpRet,795,243
812,rdsaRet,basis,liquidity,801,910
813,rdsaRet,basis,sp500Ret,805,332
814,rdsaRet,basis,tnote_10y,806,1029
815,rdsaRet,basis,xomRet,807,1081
816,rdsaRet,bpRet,DProd,809,463
817,rdsaRet,bpRet,StikIdx,812,745
818,rdsaRet,bpRet,WIPI_8wk,813,765
819,rdsaRet,bpRet,liquidity,820,911
820,rdsaRet,bpRet,tnote_10y,822,345
821,rdsaRet,bpRet,xomRet,823,1082
822,rdsaRet,entropy,fEnv,825,853
823,rdsaRet,entropy,fEp,826,863
824,rdsaRet,entropy,fEpg,827,872
825,rdsaRet,entropy,sBbl,828,306
826,rdsaRet,entropy,sCo,829,947
827,rdsaRet,entropy,sGom,830,985
828,rdsaRet,entropy,sRpc,831,991
829,rdsaRet,fBbl,artcount,832,780
830,rdsaRet,fBbl,entropy,833,255
831,rdsaRet,fBbl,fCo,834,261
832,rdsaRet,fBbl,fEnv,835,854
833,rdsaRet,fBbl,fEpg,836,873
834,rdsaRet,fBbl,fRpc,837,894
835,rdsaRet,fBbl,sCo,838,948
836,rdsaRet,fBbl,sEnv,839,956
837,rdsaRet,fBbl,sEp,840,965
838,rdsaRet,fBbl,sEpg,841,975
839,rdsaRet,fBbl,sGom,842,319
840,rdsaRet,fCo,artcount,843,781
841,rdsaRet,fCo,fEnv,845,265
842,rdsaRet,fCo,fGom,846,885
843,rdsaRet,fCo,fRpc,847,895
844,rdsaRet,fCo,sEnv,848,957
845,rdsaRet,fCo,sEpg,849,318
846,rdsaRet,fCo,sRpc,850,993
847,rdsaRet,fCo,sent,851,325
848,rdsaRet,fEnv,artcount,852,782
849,rdsaRet,fEnv,entropy,853,825
850,rdsaRet,fEnv,fBbl,854,835
851,rdsaRet,fEnv,fEp,855,269
852,rdsaRet,fEnv,fGom,856,886
853,rdsaRet,fEnv,sCo,857,949
854,rdsaRet,fEnv,sEpg,859,976
855,rdsaRet,fEnv,sRpc,860,994
856,rdsaRet,fEp,artcount,862,783
857,rdsaRet,fEp,entropy,863,826
858,rdsaRet,fEp,fBbl,864,258
859,rdsaRet,fEp,fEpg,865,876
860,rdsaRet,fEp,sBbl,867,307
861,rdsaRet,fEp,sent,871,1004
862,rdsaRet,fEpg,entropy,872,827
863,rdsaRet,fEpg,fBbl,873,836
864,rdsaRet,fEpg,fCo,874,262
865,rdsaRet,fEpg,fEnv,875,266
866,rdsaRet,fEpg,fEp,876,865
867,rdsaRet,fEpg,fRpc,878,897
868,rdsaRet,fEpg,sCo,879,950
869,rdsaRet,fEpg,sEp,880,968
870,rdsaRet,fEpg,sent,882,1005
871,rdsaRet,fGom,artcount,883,784
872,rdsaRet,fGom,fCo,885,846
873,rdsaRet,fGom,fEnv,886,856
874,rdsaRet,fGom,sBbl,887,940
875,rdsaRet,fGom,sCo,888,951
876,rdsaRet,fGom,sGom,889,987
877,rdsaRet,fRpc,fBbl,894,837
878,rdsaRet,fRpc,fCo,895,847
879,rdsaRet,fRpc,fEpg,897,878
880,rdsaRet,fRpc,sBbl,898,941
881,rdsaRet,fRpc,sRpc,902,997
882,rdsaRet,liquidity,DInv,904,19
883,rdsaRet,liquidity,StikIdx,909,749
884,rdsaRet,liquidity,basis,910,801
885,rdsaRet,liquidity,bpRet,911,820
886,rdsaRet,liquidity,tnote_10y,920,1033
887,rdsaRet,liquidity,xomRet,921,370
888,rdsaRet,rdsaRet,DSpot,929,491
889,rdsaRet,rdsaRet,OilVol,930,644
890,rdsaRet,rdsaRet,WIPI_8wk,931,771
891,rdsaRet,rdsaRet,sp500Ret,936,338
892,rdsaRet,rdsaRet,xomRet,937,371
893,rdsaRet,sBbl,fGom,940,887
894,rdsaRet,sBbl,fRpc,941,898
895,rdsaRet,sBbl,sCo,942,309
896,rdsaRet,sBbl,sEnv,943,960
897,rdsaRet,sBbl,sEpg,944,977
898,rdsaRet,sBbl,sRpc,945,998
899,rdsaRet,sCo,artcount,946,786
900,rdsaRet,sCo,entropy,947,829
901,rdsaRet,sCo,fBbl,948,838
902,rdsaRet,sCo,fEnv,949,857
903,rdsaRet,sCo,fEpg,950,879
904,rdsaRet,sCo,fGom,951,888
905,rdsaRet,sCo,sGom,953,988
906,rdsaRet,sCo,sRpc,954,999
907,rdsaRet,sEnv,artcount,955,787
908,rdsaRet,sEnv,fBbl,956,839
909,rdsaRet,sEnv,fCo,957,848
910,rdsaRet,sEnv,sBbl,960,943
911,rdsaRet,sEnv,sCo,961,310
912,rdsaRet,sEnv,sEp,962,970
913,rdsaRet,sEp,artcount,964,227
914,rdsaRet,sEp,fBbl,965,840
915,rdsaRet,sEp,fEpg,968,880
916,rdsaRet,sEp,sEnv,970,962
917,rdsaRet,sEp,sEpg,971,980
918,rdsaRet,sEp,sGom,972,321
919,rdsaRet,sEp,sent,973,1007
920,rdsaRet,sEpg,artcount,974,788
921,rdsaRet,sEpg,fBbl,975,841
922,rdsaRet,sEpg,fEnv,976,859
923,rdsaRet,sEpg,sBbl,977,944
924,rdsaRet,sEpg,sEnv,979,313
925,rdsaRet,sEpg,sEp,980,971
926,rdsaRet,sEpg,sGom,981,989
927,rdsaRet,sEpg,sRpc,982,1000
928,rdsaRet,sEpg,sent,983,1008
929,rdsaRet,sGom,artcount,984,789
930,rdsaRet,sGom,entropy,985,830
931,rdsaRet,sGom,fEnv,986,267
932,rdsaRet,sGom,fGom,987,889
933,rdsaRet,sGom,sCo,988,953
934,rdsaRet,sGom,sEpg,989,981
935,rdsaRet,sGom,sRpc,990,1001
936,rdsaRet,sRpc,entropy,991,831
937,rdsaRet,sRpc,fBbl,992,260
938,rdsaRet,sRpc,fCo,993,850
939,rdsaRet,sRpc,fEnv,994,860
940,rdsaRet,sRpc,fEp,995,271
941,rdsaRet,sRpc,fEpg,996,274
942,rdsaRet,sRpc,fRpc,997,902
943,rdsaRet,sRpc,sBbl,998,945
944,rdsaRet,sRpc,sCo,999,954
945,rdsaRet,sRpc,sEpg,1000,982
946,rdsaRet,sRpc,sGom,1001,990
947,rdsaRet,sent,fEp,1004,871
948,rdsaRet,sent,fEpg,1005,882
949,rdsaRet,sent,sEp,1007,973
950,rdsaRet,sent,sEpg,1008,983
951,rdsaRet,sent,sRpc,1010,324
952,rdsaRet,sp500Ret,DInv,1011,434
953,rdsaRet,sp500Ret,DOilVol,1012,454
954,rdsaRet,sp500Ret,FutRet,1013,548
955,rdsaRet,sp500Ret,StikIdx,1015,220
956,rdsaRet,sp500Ret,bpRet,1016,254
957,rdsaRet,tnote_10y,DInv,1022,435
958,rdsaRet,tnote_10y,StikIdx,1026,752
959,rdsaRet,tnote_10y,WIPI_8wk,1027,778
960,rdsaRet,tnote_10y,basis,1029,806
961,rdsaRet,tnote_10y,liquidity,1033,920
962,rdsaRet,xomRet,DProd,1074,475
963,rdsaRet,xomRet,StikIdx,1078,221
964,rdsaRet,xomRet,WIPI_8wk,1079,779
965,rdsaRet,xomRet,basis,1081,807
966,rdsaRet,xomRet,bpRet,1082,823
967,rdsaRet,xomRet,sp500Ret,1089,46
968,DSpot,fBbl,sEnv,32,808
969,DSpot,DSpot,DProd,58,329
970,DSpot,OilVol,liquidity,116,736
971,DSpot,OilVol,xomRet,122,925
972,DSpot,entropy,fEnv,172,691
973,DSpot,entropy,sEp,174,818
974,DSpot,fEnv,fEp,176,702
975,DSpot,fEnv,sRpc,177,841
976,DSpot,fEp,fGom,178,718
977,DSpot,fEpg,fBbl,179,676
978,DSpot,sCo,artcount,197,620
979,DSpot,sEnv,fEp,199,707
980,DSpot,sEnv,sRpc,200,845
981,DSpot,sGom,sCo,204,806
982,DSpot,tnote_10y,DProd,205,348
983,DSpot,DInv,DProd,287,328
984,DSpot,DInv,DSpot,288,350
985,DSpot,DInv,FutRet,289,382
986,DSpot,DInv,sp500Ret,308,852
987,DSpot,DOilVol,sp500Ret,325,853
988,DSpot,DOilVol,tnote_10y,326,878
989,DSpot,DProd,DInv,328,287
990,DSpot,DProd,DSpot,329,58
991,DSpot,DProd,FutRet,330,383
992,DSpot,DProd,OilVol,331,478
993,DSpot,DProd,liquidity,343,733
994,DSpot,DProd,sp500Ret,347,854
995,DSpot,DProd,tnote_10y,348,205
996,DSpot,DSpot,DInv,350,288
997,DSpot,DSpot,tnote_10y,364,879
998,DSpot,FutRet,DInv,382,289
999,DSpot,FutRet,DProd,383,330
1000,DSpot,FutRet,tnote_10y,400,880
1001,DSpot,OilVol,DProd,478,331
1002,DSpot,OilVol,rdsaRet,484,776
1003,DSpot,OilVol,sp500Ret,488,856
1004,DSpot,StikIdx,WIPI_8wk,587,605
1005,DSpot,StikIdx,rdsaRet,597,779
1006,DSpot,WIPI_8wk,StikIdx,605,587
1007,DSpot,WIPI_8wk,bpRet,606,646
1008,DSpot,WIPI_8wk,rdsaRet,607,780
1009,DSpot,WIPI_8wk,tnote_10y,611,881
1010,DSpot,WIPI_8wk,xomRet,613,930
1011,DSpot,artcount,entropy,614,666
1012,DSpot,artcount,fEnv,616,690
1013,DSpot,artcount,fEp,617,699
1014,DSpot,artcount,sCo,620,197
1015,DSpot,artcount,sEnv,621,807
1016,DSpot,artcount,sEp,622,817
1017,DSpot,bpRet,WIPI_8wk,646,606
1018,DSpot,bpRet,sp500Ret,662,860
1019,DSpot,bpRet,tnote_10y,663,883
1020,DSpot,bpRet,xomRet,665,933
1021,DSpot,entropy,artcount,666,614
1022,DSpot,entropy,fEp,668,700
1023,DSpot,entropy,fRpc,669,722
1024,DSpot,entropy,sGom,671,833
1025,DSpot,fBbl,fCo,673,680
1026,DSpot,fBbl,fEnv,674,692
1027,DSpot,fBbl,fEp,675,701
1028,DSpot,fBbl,fEpg,676,179
1029,DSpot,fBbl,sEp,677,819
1030,DSpot,fCo,fBbl,680,673
1031,DSpot,fCo,fEnv,681,693
1032,DSpot,fCo,fRpc,684,724
1033,DSpot,fCo,sCo,685,798
1034,DSpot,fCo,sEnv,686,809
1035,DSpot,fCo,sEp,687,820
1036,DSpot,fEnv,artcount,690,616
1037,DSpot,fEnv,entropy,691,172
1038,DSpot,fEnv,fBbl,692,674
1039,DSpot,fEnv,fCo,693,681
1040,DSpot,fEnv,fRpc,695,725
1041,DSpot,fEnv,sCo,696,799
1042,DSpot,fEnv,sEnv,697,810
1043,DSpot,fEp,artcount,699,617
1044,DSpot,fEp,entropy,700,668
1045,DSpot,fEp,fBbl,701,675
1046,DSpot,fEp,fEnv,702,176
1047,DSpot,fEp,fRpc,704,726
1048,DSpot,fEp,sBbl,705,793
1049,DSpot,fEp,sEnv,707,199
1050,DSpot,fEp,sRpc,709,842
1051,DSpot,fEpg,sEnv,712,811
1052,DSpot,fGom,fEp,718,178
1053,DSpot,fGom,fRpc,719,727
1054,DSpot,fGom,sCo,720,801
1055,DSpot,fRpc,entropy,722,669
1056,DSpot,fRpc,fCo,724,684
1057,DSpot,fRpc,fEnv,725,695
1058,DSpot,fRpc,fEp,726,704
1059,DSpot,fRpc,fGom,727,719
1060,DSpot,fRpc,sCo,729,802
1061,DSpot,fRpc,sGom,731,836
1062,DSpot,liquidity,DProd,733,343
1063,DSpot,liquidity,OilVol,736,116
1064,DSpot,liquidity,sp500Ret,757,869
1065,DSpot,rdsaRet,OilVol,776,484
1066,DSpot,rdsaRet,StikIdx,779,597
1067,DSpot,rdsaRet,WIPI_8wk,780,607
1068,DSpot,sBbl,fEp,793,705
1069,DSpot,sBbl,sCo,794,803
1070,DSpot,sBbl,sEnv,795,814
1071,DSpot,sBbl,sEp,796,822
1072,DSpot,sCo,fCo,798,685
1073,DSpot,sCo,fEnv,799,696
1074,DSpot,sCo,fGom,801,720
1075,DSpot,sCo,fRpc,802,729
1076,DSpot,sCo,sBbl,803,794
1077,DSpot,sCo,sEnv,804,815
1078,DSpot,sCo,sEp,805,823
1079,DSpot,sCo,sGom,806,204
1080,DSpot,sEnv,artcount,807,621
1081,DSpot,sEnv,fBbl,808,32
1082,DSpot,sEnv,fCo,809,686
1083,DSpot,sEnv,fEnv,810,697
1084,DSpot,sEnv,fEpg,811,712
1085,DSpot,sEnv,sBbl,814,795
1086,DSpot,sEnv,sCo,815,804
1087,DSpot,sEnv,sEp,816,824
1088,DSpot,sEp,artcount,817,622
1089,DSpot,sEp,entropy,818,174
1090,DSpot,sEp,fBbl,819,677
1091,DSpot,sEp,fCo,820,687
1092,DSpot,sEp,sBbl,822,796
1093,DSpot,sEp,sCo,823,805
1094,DSpot,sEp,sEnv,824,816
1095,DSpot,sGom,entropy,833,671
1096,DSpot,sGom,fRpc,836,731
1097,DSpot,sRpc,fEnv,841,177
1098,DSpot,sRpc,fEp,842,709
1099,DSpot,sRpc,sEnv,845,200
1100,DSpot,sp500Ret,DInv,852,308
1101,DSpot,sp500Ret,DOilVol,853,325
1102,DSpot,sp500Ret,DProd,854,347
1103,DSpot,sp500Ret,OilVol,856,488
1104,DSpot,sp500Ret,bpRet,860,662
1105,DSpot,sp500Ret,liquidity,869,757
1106,DSpot,sp500Ret,xomRet,877,944
1107,DSpot,tnote_10y,DOilVol,878,326
1108,DSpot,tnote_10y,DSpot,879,364
1109,DSpot,tnote_10y,FutRet,880,400
1110,DSpot,tnote_10y,WIPI_8wk,881,611
1111,DSpot,tnote_10y,bpRet,883,663
1112,DSpot,xomRet,OilVol,925,122
1113,DSpot,xomRet,WIPI_8wk,930,613
1114,DSpot,xomRet,bpRet,933,665
1115,DSpot,xomRet,sp500Ret,944,877
1116,DOilVol,DSpot,WIPI_8wk,22,824
1117,DOilVol,DSpot,xomRet,41,1133
1118,DOilVol,OilVol,basis,72,845
1119,DOilVol,StikIdx,DSpot,91,634
1120,DOilVol,bpRet,OilVol,107,298
1121,DOilVol,rdsaRet,OilVol,122,729
1122,DOilVol,DFX,FutRet,185,656
1123,DOilVol,DFX,StikIdx,186,812
1124,DOilVol,DFX,liquidity,192,946
1125,DOilVol,DFX,rdsaRet,193,967
1126,DOilVol,DFX,xomRet,199,515
1127,DOilVol,DInv,OilVol,200,293
1128,DOilVol,DInv,rdsaRet,204,968
1129,DOilVol,DOilVol,FutRet,211,657
1130,DOilVol,DOilVol,OilVol,212,725
1131,DOilVol,DOilVol,rdsaRet,221,457
1132,DOilVol,DOilVol,sp500Ret,228,1058
1133,DOilVol,DProd,OilVol,231,726
1134,DOilVol,DSpot,DFX,237,560
1135,DOilVol,DSpot,OilVol,238,727
1136,DOilVol,DSpot,basis,239,843
1137,DOilVol,DSpot,bpRet,240,860
1138,DOilVol,DSpot,sp500Ret,241,1059
1139,DOilVol,FutRet,DInv,252,577
1140,DOilVol,FutRet,OilVol,253,728
1141,DOilVol,FutRet,basis,254,844
1142,DOilVol,FutRet,sp500Ret,256,1060
1143,DOilVol,OilVol,DFX,292,561
1144,DOilVol,OilVol,DInv,293,200
1145,DOilVol,OilVol,StikIdx,296,814
1146,DOilVol,OilVol,bpRet,298,107
1147,DOilVol,OilVol,liquidity,306,950
1148,DOilVol,OilVol,sp500Ret,312,472
1149,DOilVol,OilVol,xomRet,313,1135
1150,DOilVol,StikIdx,DOilVol,357,596
1151,DOilVol,WIPI_8wk,FutRet,369,659
1152,DOilVol,artcount,fCo,383,893
1153,DOilVol,artcount,fGom,384,925
1154,DOilVol,basis,xomRet,398,1137
1155,DOilVol,bpRet,DOilVol,399,599
1156,DOilVol,bpRet,DProd,400,615
1157,DOilVol,bpRet,FutRet,401,660
1158,DOilVol,entropy,sRpc,409,1032
1159,DOilVol,fBbl,sCo,410,989
1160,DOilVol,fCo,entropy,412,872
1161,DOilVol,fCo,sEp,413,1005
1162,DOilVol,fCo,sEpg,414,1014
1163,DOilVol,fEpg,entropy,418,875
1164,DOilVol,fGom,sEp,422,1008
1165,DOilVol,fGom,sRpc,423,1035
1166,DOilVol,fRpc,fEpg,424,918
1167,DOilVol,fRpc,fGom,425,930
1168,DOilVol,liquidity,DOilVol,426,603
1169,DOilVol,liquidity,DSpot,427,635
1170,DOilVol,rdsaRet,DOilVol,457,221
1171,DOilVol,rdsaRet,FutRet,458,662
1172,DOilVol,rdsaRet,liquidity,459,961
1173,DOilVol,sCo,sBbl,464,982
1174,DOilVol,sEp,fEp,465,912
1175,DOilVol,sEp,sEpg,466,1019
1176,DOilVol,sEpg,fBbl,468,890
1177,DOilVol,sEpg,sCo,470,992
1178,DOilVol,sp500Ret,OilVol,472,312
1179,DOilVol,tnote_10y,OilVol,481,730
1180,DOilVol,xomRet,DFX,515,199
1181,DOilVol,xomRet,WIPI_8wk,519,835
1182,DOilVol,xomRet,bpRet,521,870
1183,DOilVol,DFX,DInv,557,573
1184,DOilVol,DFX,DOilVol,558,594
1185,DOilVol,DFX,DProd,559,606
1186,DOilVol,DFX,DSpot,560,237
1187,DOilVol,DFX,OilVol,561,292
1188,DOilVol,DFX,WIPI_8wk,565,820
1189,DOilVol,DFX,bpRet,567,858
1190,DOilVol,DFX,tnote_10y,572,1079
1191,DOilVol,DInv,DFX,573,557
1192,DOilVol,DInv,DProd,575,607
1193,DOilVol,DInv,DSpot,576,632
1194,DOilVol,DInv,FutRet,577,252
1195,DOilVol,DInv,bpRet,582,859
1196,DOilVol,DInv,sp500Ret,592,1057
1197,DOilVol,DOilVol,DFX,594,558
1198,DOilVol,DOilVol,StikIdx,596,357
1199,DOilVol,DOilVol,WIPI_8wk,597,822
1200,DOilVol,DOilVol,basis,598,842
1201,DOilVol,DOilVol,bpRet,599,399
1202,DOilVol,DOilVol,liquidity,603,426
1203,DOilVol,DProd,DFX,606,559
1204,DOilVol,DProd,DInv,607,575
1205,DOilVol,DProd,DSpot,608,633
1206,DOilVol,DProd,FutRet,609,658
1207,DOilVol,DProd,WIPI_8wk,613,823
1208,DOilVol,DProd,bpRet,615,400
1209,DOilVol,DProd,liquidity,622,948
1210,DOilVol,DProd,tnote_10y,630,1081
1211,DOilVol,DProd,xomRet,631,1132
1212,DOilVol,DSpot,DInv,632,576
1213,DOilVol,DSpot,DProd,633,608
1214,DOilVol,DSpot,StikIdx,634,91
1215,DOilVol,DSpot,liquidity,635,427
1216,DOilVol,DSpot,tnote_10y,636,1082
1217,DOilVol,FutRet,DFX,656,185
1218,DOilVol,FutRet,DOilVol,657,211
1219,DOilVol,FutRet,DProd,658,609
1220,DOilVol,FutRet,WIPI_8wk,659,369
1221,DOilVol,FutRet,bpRet,660,401
1222,DOilVol,FutRet,liquidity,661,949
1223,DOilVol,FutRet,rdsaRet,662,458
1224,DOilVol,FutRet,tnote_10y,663,1083
1225,DOilVol,FutRet,xomRet,664,1134
1226,DOilVol,OilVol,DOilVol,725,212
1227,DOilVol,OilVol,DProd,726,231
1228,DOilVol,OilVol,DSpot,727,238
1229,DOilVol,OilVol,FutRet,728,253
1230,DOilVol,OilVol,rdsaRet,729,122
1231,DOilVol,OilVol,tnote_10y,730,481
1232,DOilVol,OilVol,trend,731,1108
1233,DOilVol,StikIdx,DFX,812,186
1234,DOilVol,StikIdx,OilVol,814,296
1235,DOilVol,StikIdx,basis,815,846
1236,DOilVol,StikIdx,rdsaRet,816,969
1237,DOilVol,StikIdx,trend,818,1112
1238,DOilVol,StikIdx,xomRet,819,1136
1239,DOilVol,WIPI_8wk,DFX,820,565
1240,DOilVol,WIPI_8wk,DOilVol,822,597
1241,DOilVol,WIPI_8wk,DProd,823,613
1242,DOilVol,WIPI_8wk,DSpot,824,22
1243,DOilVol,WIPI_8wk,liquidity,829,953
1244,DOilVol,WIPI_8wk,rdsaRet,830,970
1245,DOilVol,WIPI_8wk,sp500Ret,834,1062
1246,DOilVol,WIPI_8wk,xomRet,835,519
1247,DOilVol,artcount,fBbl,836,883
1248,DOilVol,artcount,sBbl,838,976
1249,DOilVol,artcount,sEp,839,1002
1250,DOilVol,artcount,sEpg,840,1013
1251,DOilVol,artcount,sRpc,841,1031
1252,DOilVol,basis,DOilVol,842,598
1253,DOilVol,basis,DSpot,843,239
1254,DOilVol,basis,FutRet,844,254
1255,DOilVol,basis,OilVol,845,72
1256,DOilVol,basis,StikIdx,846,815
1257,DOilVol,basis,bpRet,847,862
1258,DOilVol,basis,liquidity,853,954
1259,DOilVol,bpRet,DFX,858,567
1260,DOilVol,bpRet,DInv,859,582
1261,DOilVol,bpRet,DSpot,860,240
1262,DOilVol,bpRet,basis,862,847
1263,DOilVol,bpRet,liquidity,864,955
1264,DOilVol,bpRet,sp500Ret,868,1063
1265,DOilVol,bpRet,xomRet,870,521
1266,DOilVol,entropy,fBbl,871,884
1267,DOilVol,entropy,fCo,872,412
1268,DOilVol,entropy,fEp,874,907
1269,DOilVol,entropy,fEpg,875,418
1270,DOilVol,entropy,fGom,876,926
1271,DOilVol,entropy,fRpc,877,936
1272,DOilVol,entropy,sCo,878,988
